customer_id,age,account_age_days,calls_per_day,avg_call_duration,unique_numbers_called,international_calls,sms_per_day,data_usage_gb,recharge_amount,sim_changes,device_changes,complaints_count,roaming_usage,late_payments,fraud_label
103094,38,787,209,11.35,97,53,78,7.23,70,0,1,1,0,0,0
106213,57,1122,114,3.55,24,57,223,7.48,76,1,0,0,0,0,0
100503,33,1331,189,6.34,114,6,272,26.34,35,1,2,0,0,0,0
106186,48,114,50,8.49,50,7,94,2.7,133,0,0,0,0,1,0
100315,69,946,76,7.0,23,39,101,18.5,84,0,2,1,0,1,0
100710,65,1121,201,7.06,22,30,149,19.13,62,0,0,0,0,0,0
103968,34,239,647,3.81,210,327,1236,8.32,2,9,4,8,1,1,1
104174,62,908,103,5.92,52,27,250,15.22,27,2,1,0,0,1,0
103717,70,30,680,0.37,285,457,1020,20.05,21,9,10,8,0,1,1
107082,53,51,411,4.36,579,317,897,8.35,35,7,5,6,1,0,1
100856,29,695,219,6.04,70,57,133,15.0,47,1,2,3,0,0,0
103322,51,86,583,2.13,512,429,741,16.27,18,8,8,2,1,1,1
105002,22,531,15,6.04,115,5,4,12.77,84,1,2,2,0,0,0
102656,49,1115,169,8.57,94,57,294,24.08,35,1,2,0,0,0,0
100319,57,152,436,2.08,406,392,1223,2.83,32,5,6,10,1,0,1
100429,65,58,709,0.63,501,210,694,5.54,41,9,5,3,0,1,1
101018,55,189,648,3.48,371,103,633,2.56,16,10,9,4,1,1,1
101426,52,240,554,0.35,689,497,1343,15.84,43,3,11,9,1,0,1
107942,23,13,532,1.98,637,447,489,16.6,58,11,8,2,1,0,1
103703,29,1,701,0.74,112,400,1351,23.71,45,5,3,6,1,1,1
106543,37,1106,151,3.75,88,37,127,8.1,122,0,0,0,0,0,0
102107,23,432,74,9.22,73,12,78,29.17,144,1,0,1,0,0,0
107145,28,246,993,2.93,577,236,394,4.74,59,11,5,10,0,1,1
106605,46,1165,1,6.25,63,55,192,1.15,120,1,1,3,1,0,0
107530,41,170,104,11.67,74,24,272,26.4,46,1,2,0,0,0,0
107978,31,80,433,0.35,117,467,1695,23.65,31,4,4,2,0,1,1
107944,46,180,404,3.07,659,133,1374,1.05,40,5,10,9,0,0,1
101193,46,164,702,4.44,205,205,813,7.56,31,11,11,2,0,0,1
106357,29,197,708,0.37,91,317,1671,7.1,38,2,10,5,0,1,1
104113,48,16,242,4.21,446,152,1559,10.77,45,9,10,11,1,1,1
105740,72,262,219,8.23,58,48,245,0.55,121,0,1,0,0,0,0
101840,19,210,786,2.16,524,81,1424,16.16,19,10,7,2,0,1,1
102534,39,1437,157,3.58,58,11,148,15.71,53,0,2,0,0,1,0
101862,55,716,153,3.33,78,32,13,29.41,36,2,1,3,1,0,0
105836,71,103,735,2.32,695,389,859,14.6,13,5,2,10,1,0,1
107773,19,75,297,1.21,382,369,555,11.45,18,11,2,5,0,0,1
106699,41,457,106,9.96,62,66,247,17.87,40,1,0,2,0,0,0
103045,47,977,1,6.49,30,21,190,21.31,149,2,2,2,0,0,0
102628,56,1006,97,4.01,104,55,57,23.31,120,1,2,1,0,0,0
104228,67,463,109,4.92,84,7,112,5.54,125,2,2,3,0,1,0
106060,45,108,113,5.82,8,31,150,9.86,41,1,1,1,0,1,0
104229,36,936,166,11.44,50,48,199,10.37,69,2,2,3,0,0,0
101281,57,265,149,3.07,57,28,53,4.5,37,2,0,2,0,1,0
107740,55,135,53,9.57,3,62,85,26.53,144,0,1,0,0,0,0
107288,25,239,109,6.71,18,64,108,28.12,145,1,2,0,0,0,0
105502,43,115,570,2.62,542,429,1339,13.27,13,9,7,9,1,1,1
104220,64,373,10,6.39,94,15,100,21.03,101,0,0,3,0,0,0
104545,24,65,671,1.98,345,68,1048,19.83,5,8,7,9,0,1,1
107698,74,281,40,4.01,52,4,177,8.54,101,1,1,0,0,0,0
100743,54,25,391,2.36,166,520,1314,5.84,34,7,6,2,1,0,1
105528,36,169,853,0.75,325,290,960,21.78,24,7,10,11,1,1,1
102233,52,1362,57,7.44,11,28,223,28.93,117,1,1,3,0,0,0
104504,58,816,112,8.55,108,19,50,6.95,92,2,1,0,0,0,0
106246,56,1173,96,2.93,98,21,211,21.29,38,1,2,0,1,0,0
106096,47,134,861,2.96,519,320,893,20.15,18,11,4,3,1,1,1
107770,66,1221,163,9.75,57,28,43,10.19,59,1,2,0,1,1,0
105277,27,1048,211,8.89,68,26,274,24.48,63,1,1,3,0,0,0
103615,22,1363,27,2.34,56,25,272,21.38,127,1,1,0,0,0,0
104789,42,217,911,1.2,586,447,536,6.3,27,4,8,4,1,1,1
107496,68,1488,17,2.77,100,62,204,23.81,46,1,0,1,0,0,0
102697,24,238,133,1.61,60,57,165,9.56,64,0,0,2,0,0,0
101701,29,830,53,8.36,73,2,249,17.22,77,0,1,2,0,0,0
100996,42,268,139,6.03,67,69,84,14.14,138,2,2,3,0,0,0
104038,59,228,198,7.13,45,13,153,1.22,114,0,0,3,1,0,0
